longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.27,37.82,0.8235294117647058,1007.0,312.0,0.015555368704279829,253.0,0.08516434256079226,0.2525783398831345
-122.26,37.82,0.7647058823529411,624.0,195.0,0.011771630370806358,160.0,0.031082329898897948,0.3556706982651618
-122.27,37.82,0.7647058823529411,946.0,375.0,0.01953530087726674,352.0,0.08793671811423291,0.20103216069212085
-122.27,37.82,0.39215686274509803,896.0,453.0,0.020516270074833937,438.0,0.02909615039792554,0.32350588244996925
-122.27,37.82,0.8235294117647058,1868.0,456.0,0.029653297457888392,407.0,0.06928180300961366,0.16247561865724264
-122.27,37.82,0.7843137254901961,3221.0,853.0,0.054822164298326745,720.0,0.04213045337305693,0.17010445317751266
-122.27,37.82,0.9999999999999999,1630.0,456.0,0.03248409428515373,400.0,0.05155790954607524,0.18391882920070432
-122.28,37.82,0.9999999999999999,1170.0,235.0,0.019563328568625804,233.0,0.076543771810044,0.1494859815011072
-122.28,37.82,0.9999999999999999,945.0,243.0,0.016059867148742957,220.0,0.06285430545785577,0.1404138539634888
-122.28,37.82,0.9999999999999999,1238.0,288.0,0.017349140951259844,259.0,0.06936456048882085,0.1494859815011072
-122.28,37.82,0.9999999999999999,1489.0,335.0,0.020320076235320495,244.0,0.0218824567936994,0.144949917732298
-122.28,37.82,0.9999999999999999,1387.0,341.0,0.03001765744555621,304.0,0.049461386739493254,0.13464068189409528
-122.29,37.82,0.0196078431372549,158.0,43.0,0.0025505199136747103,57.0,0.14224631384394698,0.0927851843909922
-122.29,37.83,0.9999999999999999,1121.0,211.0,0.015443257938843578,187.0,0.19951448945531786,0.12515618492294878
-122.29,37.82,0.9411764705882353,135.0,29.0,0.0023262983828022084,23.0,0.3874705176480325,0.12371289190560039
-122.29,37.81,0.9607843137254901,760.0,190.0,0.010482356568289471,122.0,0.027668583881601636,0.14659939546641043
-122.3,37.81,0.9999999999999999,1224.0,237.0,0.014518344123994506,159.0,0.04766141156673702,0.12598092379000497
-122.3,37.81,0.9215686274509803,828.0,182.0,0.010902771938675412,133.0,0.14440490475993434,0.12062012115413956
-122.3,37.81,0.9999999999999999,1010.0,209.0,0.016844642506796716,187.0,0.045985572612791556,0.13072317227557825
-122.3,37.81,0.9215686274509803,1455.0,354.0,0.022001737716864263,332.0,0.021082467828029958,0.14309425528142153
-122.29,37.8,0.9999999999999999,1027.0,244.0,0.013705541074581686,147.0,0.14548075198962773,0.13670252906173583
-122.3,37.81,0.9999999999999999,572.0,109.0,0.007595504358306006,82.0,0.09321940387029144,0.14433136358200585
-122.29,37.81,0.8823529411764706,2801.0,644.0,0.05101039827349421,611.0,0.03312368105267513,0.23546500839171797
-122.29,37.81,0.49019607843137253,768.0,152.0,0.010902771938675412,127.0,0.08772292795961437,0.13917674566290447
-122.29,37.81,0.8823529411764706,935.0,297.0,0.016228033296897336,277.0,0.015772196245569026,0.1653622046919394
-122.29,37.81,0.9411764705882353,844.0,204.0,0.015611424086997953,152.0,0.08621260396408327,0.12371289190560039
-122.29,37.81,0.8823529411764706,12.0,4.0,0.00042041537038594126,7.0,0.0,0.10824903814829628
-122.29,37.81,0.37254901960784315,835.0,161.0,0.00804394742005101,133.0,0.13676363084647108,0.2525783398831345
-122.28,37.81,0.3137254901960784,1237.0,462.0,0.021273017741528632,439.0,0.029254768899739325,0.33505222658875633
-122.28,37.81,0.6862745098039215,2914.0,562.0,0.034558143445724374,509.0,0.134239527730652,0.17958895014865917
-122.28,37.81,0.35294117647058826,1207.0,243.0,0.020123882395807056,207.0,0.04215114274285872,0.19237240258803057
-122.29,37.81,0.43137254901960786,1745.0,374.0,0.029457103618374954,325.0,0.020875574130012002,0.20103216069212085
-122.28,37.8,0.7254901960784313,684.0,176.0,0.0095574427534404,155.0,0.10423994151804804,0.2397948874437631
-122.28,37.81,0.3137254901960784,924.0,289.0,0.01698478096359203,289.0,0.06897146246258673,0.30412451907414817
-122.27,37.81,0.9999999999999999,210.0,56.0,0.005044984444631295,56.0,0.045985572612791556,0.20103216069212085
-122.28,37.81,0.9999999999999999,340.0,97.0,0.005521455197735363,87.0,0.07040592543551123,0.20103216069212085
-122.28,37.81,0.9999999999999999,386.0,164.0,0.009613498136158525,155.0,0.021213500503441333,0.2525783398831345
-122.28,37.81,0.6666666666666666,948.0,184.0,0.013004848790605119,169.0,0.09026772044523525,0.21402179784825628
-122.28,37.81,0.9999999999999999,773.0,143.0,0.010482356568289471,115.0,0.13161197776582395,0.17154774619486104
-122.27,37.81,0.7647058823529411,880.0,451.0,0.016228033296897336,380.0,0.03290299444145599,0.21402179784825628
-122.27,37.81,0.1764705882352941,875.0,348.0,0.015219036407971075,330.0,0.017937683618156994,0.30412451907414817
-122.27,37.8,0.1764705882352941,105.0,42.0,0.0034193783458056556,39.0,0.03257196452462724,0.2525783398831345
-122.27,37.8,0.9999999999999999,249.0,78.0,0.011014882704111663,85.0,0.0512751548254507,1.0
-122.27,37.8,0.29411764705882354,994.0,392.0,0.022338070013173016,362.0,0.1099226217569413,0.30412451907414817
-122.28,37.8,0.9999999999999999,215.0,87.0,0.02525294991451554,88.0,0.02530309926759631,0.2525783398831345
-122.28,37.8,0.9999999999999999,96.0,31.0,0.005269205975503797,34.0,0.01724803795809713,0.30412451907414817
-122.27,37.79,0.5098039215686274,1055.0,347.0,0.02003979932172987,302.0,0.14727383070578343,0.3556706982651618
-122.27,37.8,0.7450980392156862,1715.0,623.0,0.03710866335939909,467.0,0.09295044206286811,0.33855736677374526
-122.26,37.8,0.6862745098039215,5329.0,2477.0,0.0971439782505115,2323.0,0.10411580529923727,0.23711448612583041
-122.26,37.82,0.588235294117647,4596.0,1331.0,0.05731662882928333,1180.0,0.16100467579757521,0.34804186374489177
-122.26,37.81,0.5490196078431372,335.0,107.0,0.005577510580453488,91.0,0.10388132577481692,0.22680525028762766
-122.26,37.82,0.411764705882353,3682.0,1270.0,0.056643964236665824,1250.0,0.049557937131901625,0.31958837283145225
-122.26,37.82,0.7058823529411764,3633.0,1085.0,0.05143081364388015,980.0,0.1455497165556337,0.36721704240394887
-117.04,32.8,0.19607843137254904,1802.0,440.0,0.017573362482132347,428.0,0.10577785133998154,0.2715473338254275
-121.29,38.89,0.1764705882352941,653.0,120.0,0.011323187309061353,146.0,0.19923863119129392,0.19752702050713192
-118.15,33.77,0.7450980392156862,2428.0,634.0,0.03668824798901314,612.0,0.153190990469097,0.5181442550752369
-118.47,33.99,0.45098039215686275,1438.0,454.0,0.018554331679699543,416.0,0.17069419732141627,1.0
-121.77,37.33,0.1568627450980392,3160.0,468.0,0.04686229995235292,470.0,0.48581398877256865,0.6874219075385256
-118.5,33.97,0.5490196078431372,2737.0,808.0,0.03234395582835842,696.0,0.3191749079323044,1.0
-122.96,38.26,0.37254901960784315,1982.0,358.0,0.00854844586451414,132.0,0.18227334795382133,0.46577333701716694
-118.39,34.08,0.5098039215686274,6605.0,1710.0,0.07460971439782504,1520.0,0.2281968524572075,1.0
-117.91,34.07,0.6862745098039215,1390.0,270.0,0.024776479161411475,266.0,0.3165335650542751,0.3587634690166226
-117.85,33.85,0.3137254901960784,4678.0,1065.0,0.06793912385436811,1020.0,0.2570792127005145,0.4929897196300221
-119.92,38.91,0.27450980392156865,3831.0,625.0,0.02749516522324056,328.0,0.31529909932276795,0.30412451907414817
-122.49,37.67,0.5490196078431372,3795.0,675.0,0.06981697917542531,696.0,0.329988551882043,0.5057731720693935
-117.71,33.65,0.29411764705882354,3774.0,456.0,0.0443958631127554,430.0,0.559226769285941,0.6028861736652633
-118.36,33.91,0.6862745098039215,2064.0,474.0,0.03820174332240253,421.0,0.24827933407815062,0.4703094007859761
-117.27,33.04,0.5098039215686274,1839.0,392.0,0.03640797107542252,404.0,0.21034882277485828,0.4115467565082206
-121.96,37.3,0.43137254901960786,4040.0,843.0,0.061044311780038676,843.0,0.2441621494875933,0.5946387849947011
-122.16,37.74,0.8823529411764706,1029.0,181.0,0.015807617926511395,211.0,0.2058247472448656,0.23608356254201013
-117.47,34.12,0.09803921568627451,10565.0,1767.0,0.15939348075898988,1555.0,0.25377580998882776,0.2597948049698764
-117.72,34.0,0.27450980392156865,4363.0,690.0,0.06746265310126405,666.0,0.34361595012482593,0.33958829035756555
-118.31,33.75,0.6470588235294117,2338.0,393.0,0.02881246671711651,373.0,0.3991048399332423,0.7863905715852718
-118.19,33.9,0.6078431372549019,2762.0,652.0,0.07494604669413381,632.0,0.14289458076440326,0.1868054152354011
-117.05,32.57,0.23529411764705882,2880.0,576.0,0.06858376075562655,567.0,0.18411470186618117,0.2536092634669548
-122.17,37.71,0.7254901960784313,890.0,200.0,0.013397236469631996,198.0,0.18924566557702655,0.3397944750743296
-122.28,37.49,0.5490196078431372,4148.0,635.0,0.045825275372067605,627.0,0.44220769368698365,0.9117508793778171
-117.91,33.75,0.13725490196078433,2346.0,679.0,0.10759830712744191,674.0,0.17679756141294606,0.2989699011550468
-119.25,34.26,0.5686274509803921,2948.0,827.0,0.04574119229799042,750.0,0.1496600046895905,0.41216531065851275
-118.12,33.86,0.6470588235294117,2116.0,427.0,0.02715883292693181,396.0,0.30011310188824986,0.40948490934058
-120.04,36.96,0.43137254901960786,2126.0,506.0,0.05852181955772303,491.0,0.06009572281761631,0.07587803761633972
-118.38,33.86,0.27450980392156865,1778.0,311.0,0.02536506067995179,330.0,0.49475869298354513,0.6480406266365912
-122.35,37.95,0.8627450980392156,2142.0,431.0,0.036856414137167524,431.0,0.1775009999862071,0.19917649824124437
-118.23,33.9,0.8627450980392156,1285.0,238.0,0.023459177667535525,211.0,0.20074205873022444,0.20103216069212085
-117.57,33.91,0.411764705882353,2620.0,396.0,0.0370245802853219,362.0,0.336105708886774,0.4115467565082206
-122.34,37.55,0.8431372549019608,2465.0,328.0,0.023543260741612712,324.0,0.44505593026303086,1.0
-118.46,34.05,0.39215686274509803,3639.0,1002.0,0.041649149359567254,983.0,0.2841202190314617,0.768040131793271
-122.19,37.78,0.9999999999999999,2198.0,397.0,0.02749516522324056,369.0,0.1875905159928829,0.2917534360683049
-117.99,33.88,0.27450980392156865,2298.0,567.0,0.03525883572970094,527.0,0.2580860953642019,0.29773279285446247
-119.05,36.06,0.43137254901960786,2344.0,407.0,0.03310070349505311,406.0,0.18362505344753866,0.11464076436798198
-119.19,34.15,0.588235294117647,4175.0,1004.0,0.09268757532442053,954.0,0.1861353636501566,0.35134081921311666
-121.62,36.67,0.8627450980392156,1827.0,408.0,0.04215364780403038,410.0,0.1651218603881326,0.23505263895818984
-116.77,33.92,0.35294117647058826,2307.0,525.0,0.035398974186496256,437.0,0.08190231858870912,0.09897072589391384
-119.1,35.79,0.35294117647058826,1809.0,477.0,0.05740071190336052,416.0,0.09065392201486878,0.07175434328105863
-119.06,34.37,0.6078431372549019,3885.0,759.0,0.07009725608901594,736.0,0.21692114591522876,0.38494892804565756
-121.86,39.75,0.3333333333333333,1651.0,309.0,0.02390762072928053,293.0,0.2072178314781865,0.21299087426443603
-118.02,34.13,0.6470588235294117,1966.0,319.0,0.027383054457804312,297.0,0.4986689838760845,0.8536067892503536
-118.05,34.06,0.47058823529411764,1022.0,291.0,0.04391939235965134,297.0,0.17400449648970362,0.26185665213751697
-118.09,33.98,0.7058823529411764,1226.0,255.0,0.02984949129740183,271.0,0.1835009172287279,0.3241244366002614
-122.51,38.06,0.45098039215686275,9493.0,1935.0,0.14459485972140473,1880.0,0.17753548226921007,0.21402179784825628
-117.94,34.06,0.6078431372549019,3418.0,662.0,0.056055382718125504,622.0,0.24367939752555134,0.40247462897060216
-118.37,34.02,0.8431372549019608,1944.0,458.0,0.027411082149163372,377.0,0.14589453938566366,0.3674232271207129
-118.26,33.85,0.45098039215686275,9071.0,1335.0,0.12766613414053082,1327.0,0.3477262382587826,0.37628916994156725
-121.28,38.68,0.29411764705882354,3467.0,615.0,0.041340844754617564,601.0,0.22414173597605552,0.27278444212601183
-118.11,33.91,0.5490196078431372,889.0,166.0,0.016648448667283277,163.0,0.3076509289527041,0.35402122053104934
-117.2,33.38,0.25490196078431376,5392.0,821.0,0.06578099161972029,810.0,0.3138439469800417,0.5701028036997786
-118.2,34.11,0.9999999999999999,1901.0,525.0,0.05193531208834328,480.0,0.17241831147156594,0.2915472513515408
-118.38,34.05,0.7647058823529411,2352.0,598.0,0.03167129123574091,563.0,0.18883187818099062,0.5618554150292164
-117.18,32.84,0.5686274509803921,2290.0,523.0,0.03556714033465064,472.0,0.21107984717452177,0.3094853217100136
-119.7,34.4,0.47058823529411764,1858.0,493.0,0.024159869951512095,460.0,0.17888718776292745,0.6134015942202301
-118.51,34.3,0.45098039215686275,6145.0,868.0,0.07587096050898287,875.0,0.48329678211335014,0.6783497800009073
-116.39,33.69,0.1764705882352941,11659.0,2007.0,0.06118445023683399,1083.0,0.4471248672432105,0.46144345796512176
-117.28,32.83,0.6470588235294117,2392.0,653.0,0.026065752963928362,619.0,0.2228038233955394,0.9999979381528323
-122.45,40.85,0.37254901960784315,2701.0,573.0,0.02491661761820679,358.0,0.15680473372781067,0.19134147900421028
-117.87,33.72,0.7450980392156862,3167.0,669.0,0.07808514812634883,619.0,0.21312119832829896,0.311134799444126
-119.32,36.31,0.39215686274509803,2309.0,424.0,0.029260909778861515,453.0,0.17163211541909767,0.1494859815011072
-122.27,37.54,0.27450980392156865,2126.0,310.0,0.025280977605874604,306.0,0.5798816568047338,1.0
-122.71,38.5,0.27450980392156865,5645.0,830.0,0.06505227164438465,769.0,0.4214079805795783,0.6513395821048161
-119.77,36.77,0.5490196078431372,2554.0,705.0,0.0747218251632613,655.0,0.04949586902249625,0.09670269400950923
-121.44,38.64,0.3333333333333333,1756.0,442.0,0.023375094593458337,320.0,0.04310975021034193,0.11443457965121792
-117.16,32.8,0.7058823529411764,422.0,79.0,0.0058297598026850524,80.0,0.1767285968469401,0.29835134700475463
-119.78,36.65,0.5098039215686274,1226.0,240.0,0.019703467025421115,211.0,0.15655646129018913,0.1101047005991728
-122.16,39.78,0.6078431372549019,1288.0,221.0,0.01566747946971608,203.0,0.12586722941752532,0.11257891720034144
-118.19,33.86,0.7254901960784313,2009.0,524.0,0.04052804170520474,451.0,0.15203928221679702,0.2894854041839003
-117.09,32.72,0.6274509803921569,1096.0,240.0,0.019983743939011745,224.0,0.08237817409415042,0.19958886767477246
-118.29,33.92,0.43137254901960786,2503.0,532.0,0.048543961433896686,505.0,0.1542668376987904,0.30474307322444033
-122.29,37.55,0.5098039215686274,3789.0,874.0,0.06278202864430056,866.0,0.2682790582198866,0.5259792743122709
-120.76,37.61,0.5686274509803921,816.0,159.0,0.014798621037585134,147.0,0.19037668445952471,0.15031072036816343
-118.58,34.22,0.6666666666666666,2560.0,441.0,0.03993946018666442,468.0,0.3541054606143364,0.439587877988132
-117.67,33.47,0.411764705882353,2728.0,616.0,0.03021385128506965,566.0,0.0785782265072206,1.0
-119.16,34.2,0.6666666666666666,2183.0,636.0,0.0981249474480787,623.0,0.10141239431180261,0.29958845530533895
-117.29,33.18,0.27450980392156865,3780.0,792.0,0.04565710922391322,721.0,0.1561702597205556,0.19876412880771624
-119.57,36.71,0.1764705882352941,1657.0,359.0,0.02676644524790493,380.0,0.14799106219224561,0.14391899414847772
-118.15,34.19,0.9215686274509803,1854.0,360.0,0.031475097396227475,382.0,0.18770085929849245,0.30226885662327163
-118.1,34.01,0.5490196078431372,2077.0,564.0,0.058409708792286776,543.0,0.14897035902953065,0.3591758384501507
-118.27,34.04,0.23529411764705882,1784.0,435.0,0.060399674878780236,682.0,0.0830264410146067,0.2125785048309079
-117.25,33.08,0.23529411764705882,3651.0,465.0,0.03666022029765408,435.0,0.4855312340519441,0.6707209454806372
-118.14,34.06,0.7450980392156862,2390.0,444.0,0.034838420359315,422.0,0.2266037709824692,0.4756702034218416
-118.21,34.04,0.9019607843137254,1325.0,393.0,0.04355503237198352,352.0,0.1586253982703687,0.27505247401041644
-120.66,35.13,0.7843137254901961,2666.0,751.0,0.0262619468034418,507.0,0.10106067502517209,0.4558764706124923
-117.92,33.75,0.13725490196078433,2325.0,598.0,0.042265758569466634,565.0,0.1974455524751383,0.2525783398831345
-120.15,39.36,0.1568627450980392,2254.0,400.0,0.019367134729112362,243.0,0.3576295499372423,0.2538154481837188
-118.08,33.89,0.5294117647058824,1035.0,275.0,0.043218700075674764,269.0,0.17488034647797962,0.22350629481940282
-122.07,37.91,0.5294117647058824,1731.0,295.0,0.022618346926763643,295.0,0.3130439580143723,0.5047422484855733
-117.18,34.05,0.5490196078431372,3436.0,731.0,0.03699655259396283,676.0,0.13754293044233873,0.2212382629349982
-117.93,33.82,0.5294117647058824,2444.0,555.0,0.05171109055747078,567.0,0.1736527772030731,0.3789695712595
-117.17,32.79,0.8235294117647058,1269.0,297.0,0.026430112951596176,285.0,0.11343291816664598,0.24391858177904419
-119.55,36.69,0.39215686274509803,1551.0,423.0,0.042489980100339136,406.0,0.08367470793506297,0.08433161100366596
-122.02,37.94,0.43137254901960786,3516.0,661.0,0.04097648476694975,623.0,0.2590998744844899,0.4084539857567598
-122.14,37.44,0.9999999999999999,3117.0,468.0,0.031138765099918718,421.0,0.4259044702831686,1.0
-121.92,37.24,0.49019607843137253,6777.0,1051.0,0.09293982454665209,1061.0,0.404573730017517,0.545154452971328
-121.82,38.01,0.8039215686274509,1017.0,253.0,0.02228201463045489,266.0,0.11530875436200881,0.17340340864573753
-116.94,32.8,0.5294117647058824,3042.0,729.0,0.05496230275512206,703.0,0.13201197224865863,0.2525783398831345
-118.19,33.86,0.6862745098039215,2013.0,546.0,0.04641385689060792,522.0,0.18079750624129326,0.28577407928214726
-121.31,37.96,0.9999999999999999,2654.0,468.0,0.03234395582835842,494.0,0.18800430338891877,0.19092910957068218
-117.98,33.81,0.5294117647058824,3528.0,816.0,0.06449171781720339,764.0,0.14359112288106374,0.3439181694096107
-117.97,34.05,0.6862745098039215,931.0,160.0,0.020824574679783627,201.0,0.18391470462476384,0.2948462068197657
-117.56,33.94,0.09803921568627451,575.0,73.0,0.008828722778104769,88.0,0.4497593136646391,0.4991752611329438
-121.88,37.44,0.25490196078431376,2073.0,343.0,0.03094257126040528,330.0,0.42822857615757026,0.6107211929022973
-122.14,37.41,0.6666666666666666,2419.0,426.0,0.026514196025673367,433.0,0.4109529523730708,0.8703077513082421
-122.28,37.86,0.9999999999999999,1659.0,367.0,0.022001737716864263,346.0,0.16010123998289683,0.30783584397590114
-118.0,33.91,0.35294117647058826,5166.0,770.0,0.06645365621233779,753.0,0.37786375360339863,0.5571131665436432
-122.73,38.26,0.6666666666666666,3941.0,645.0,0.04666610611283949,620.0,0.2679342353898567,0.6241231994919609
-118.34,34.02,0.9215686274509803,1614.0,320.0,0.019086857815521736,318.0,0.25667921821767975,0.3422686916754982
-121.77,36.92,0.1568627450980392,4934.0,1112.0,0.0895484738922055,977.0,0.206900594474559,0.3707221825889378
-122.04,37.39,0.0784313725490196,8745.0,2211.0,0.11087754701645225,2019.0,0.2943821464531524,0.5465977459886764
-118.27,34.09,0.9999999999999999,2327.0,555.0,0.02928893747022058,491.0,0.22653480641646323,0.4892783947282691
-118.46,34.26,0.6274509803921569,1358.0,247.0,0.020600353148911125,235.0,0.31687838788430506,0.40268081368736625
-122.2,37.75,0.6862745098039215,606.0,132.0,0.014798621037585134,133.0,0.07455069585247101,0.11340365606739766
-122.54,38.36,0.7647058823529411,2725.0,531.0,0.03262423274194905,458.0,0.22737617412173627,0.38721695993006217
-121.98,38.37,0.39215686274509803,3027.0,675.0,0.05647579808851145,642.0,0.16164604626143086,0.1989703135244803
-122.22,37.78,0.8431372549019608,2968.0,710.0,0.0635107486196362,610.0,0.130391304947518,0.19938268295800843
-122.26,37.55,0.3137254901960784,4576.0,814.0,0.05431766585386362,807.0,0.3763603260644681,0.8841221273314337
-117.76,34.07,0.9803921568627451,1538.0,394.0,0.03279239889010342,388.0,0.125218962497069,0.19546517333949137
-122.59,38.44,0.25490196078431376,1665.0,390.0,0.014069901062249503,348.0,0.18503882705066138,0.38391800446183727
-117.76,34.06,0.5686274509803921,1700.0,504.0,0.04809551837215169,459.0,0.11910870194893865,0.1585581090387256
-117.92,33.73,0.3137254901960784,1692.0,293.0,0.026093780655287425,280.0,0.2739893242851823,0.3934025014329838
-117.83,33.88,0.3333333333333333,2112.0,340.0,0.02928893747022058,315.0,0.4435042275278962,0.44680434307487393
-121.96,38.33,0.0392156862745098,7985.0,1257.0,0.10260937806552874,1215.0,0.3086922938993945,0.29546476097005786
-122.0,38.35,0.45098039215686275,745.0,116.0,0.008324224333641638,115.0,0.21501082743686295,0.295877130403586
-121.37,38.58,0.7058823529411764,2839.0,390.0,0.028111774433139943,400.0,0.4713314299113116,0.5472163001389685
-118.25,34.01,0.5294117647058824,481.0,136.0,0.016620420975924213,128.0,0.051013089474627946,0.15525915357050074
-116.98,32.75,0.47058823529411764,4137.0,662.0,0.053308668964937356,630.0,0.26724458972979687,0.41030964820763627
-122.44,37.78,0.9999999999999999,1118.0,279.0,0.014322150284481068,284.0,0.1323912773616916,0.6828858437697165
-122.58,38.58,0.6078431372549019,2723.0,637.0,0.04333081084111102,556.0,0.13063957738513954,0.3465985707275434
-122.3,38.32,0.37254901960784315,2063.0,486.0,0.02920485439614339,460.0,0.1381774044495938,0.28494934041509107
-121.39,38.59,0.6274509803921569,2091.0,468.0,0.02942907592701589,470.0,0.11906732320933507,0.19196003315450244
-118.45,34.04,0.35294117647058826,3330.0,1010.0,0.05140278595252109,915.0,0.1736113984634695,0.7810297689494065
-120.24,37.21,0.588235294117647,2447.0,465.0,0.03671627568037221,352.0,0.19951448945531786,0.16247561865724264
-116.91,32.82,0.25490196078431376,1978.0,424.0,0.0303259620505059,387.0,0.22809340560819852,0.3197945575482163
-121.77,37.68,0.7843137254901961,1501.0,299.0,0.017545334790773283,288.0,0.2883201611012262,0.40082515123648976
-117.87,33.78,0.5686274509803921,2022.0,522.0,0.03343703579136186,463.0,0.223824498972428,0.352577927513701
-118.13,33.76,0.9999999999999999,2216.0,526.0,0.0262619468034418,530.0,0.27909959862622585,0.7546381252036074
-118.25,33.93,0.8039215686274509,819.0,233.0,0.02511281145772023,228.0,0.043771810043999396,0.14515610244906207
