longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room ,population_per_household
-122.26,37.82,0.764705882,624.0,195.0,0.01177163,160.0,0.03108233,0.355670698,3.9,0.3125,7.35726875e-05
-122.27,37.82,0.764705882,946.0,375.0,0.019535301,352.0,0.087936718,0.201032161,2.6875,0.3964059196617336,5.549801420454546e-05
-122.27,37.82,0.392156863,896.0,453.0,0.02051627,438.0,0.02909615,0.323505882,2.045662100456621,0.5055803571428571,4.684079908675799e-05
-122.27,37.82,0.823529412,1868.0,456.0,0.029653297,407.0,0.069281803,0.162475619,4.58968058968059,0.24411134903640258,7.285822358722358e-05
-122.27,37.82,0.784313725,3221.0,853.0,0.054822164,720.0,0.042130453,0.170104453,4.473611111111111,0.26482458863706926,7.614189444444444e-05
-122.27,37.82,1.0,1630.0,456.0,0.032484094,400.0,0.05155791,0.183918829,4.075,0.27975460122699386,8.1210235e-05
-122.28,37.82,1.0,1170.0,235.0,0.019563329,233.0,0.076543772,0.149485982,5.021459227467811,0.20085470085470086,8.396278540772533e-05
-122.28,37.82,1.0,945.0,243.0,0.016059867,220.0,0.062854305,0.140413854,4.295454545454546,0.2571428571428571,7.299939545454545e-05
-122.28,37.82,1.0,1238.0,288.0,0.017349141,259.0,0.06936456,0.149485982,4.77992277992278,0.23263327948303716,6.698510038610038e-05
-122.28,37.82,1.0,1489.0,335.0,0.020320076,244.0,0.021882457,0.144949918,6.102459016393443,0.22498321020819342,8.3279e-05
-122.28,37.82,1.0,1387.0,341.0,0.030017657,304.0,0.049461387,0.134640682,4.5625,0.24585436193222782,9.87422927631579e-05
-122.29,37.82,0.019607843,158.0,43.0,0.00255052,57.0,0.142246314,0.092785184,2.7719298245614037,0.2721518987341772,4.4745964912280705e-05
-122.29,37.83,1.0,1121.0,211.0,0.015443258,187.0,0.199514489,0.125156185,5.994652406417113,0.18822479928635147,8.258426737967914e-05
-122.29,37.82,0.941176471,135.0,29.0,0.002326298,23.0,0.387470518,0.123712892,5.869565217391305,0.21481481481481482,0.00010114339130434783
-122.29,37.81,0.960784314,760.0,190.0,0.010482357,122.0,0.027668584,0.146599395,6.229508196721311,0.25,8.592095901639344e-05
-122.3,37.81,1.0,1224.0,237.0,0.014518344,159.0,0.047661412,0.125980924,7.69811320754717,0.19362745098039216,9.131033962264151e-05
-122.3,37.81,0.921568627,828.0,182.0,0.010902772,133.0,0.144404905,0.120620121,6.225563909774436,0.21980676328502416,8.197572932330828e-05
-122.3,37.81,1.0,1010.0,209.0,0.016844643,187.0,0.045985573,0.130723172,5.401069518716578,0.20693069306930692,9.007830481283422e-05
-122.3,37.81,0.921568627,1455.0,354.0,0.022001738,332.0,0.021082468,0.143094255,4.382530120481928,0.24329896907216494,6.62702951807229e-05
-122.29,37.8,1.0,1027.0,244.0,0.013705541,147.0,0.145480752,0.136702529,6.98639455782313,0.23758519961051608,9.323497278911564e-05
-122.3,37.81,1.0,572.0,109.0,0.007595504,82.0,0.093219404,0.144331364,6.975609756097561,0.19055944055944055,9.262809756097561e-05
-122.29,37.81,0.882352941,2801.0,644.0,0.051010398,611.0,0.033123681,0.235465008,4.584288052373159,0.22991788646911818,8.348673977086743e-05
-122.29,37.81,0.490196078,768.0,152.0,0.010902772,127.0,0.087722928,0.139176746,6.047244094488189,0.19791666666666666,8.584859842519684e-05
-122.29,37.81,0.882352941,935.0,297.0,0.016228033,277.0,0.015772196,0.165362205,3.375451263537906,0.3176470588235294,5.858495667870036e-05
-122.29,37.81,0.941176471,844.0,204.0,0.015611424,152.0,0.086212604,0.123712892,5.552631578947368,0.24170616113744076,0.00010270673684210526
-122.29,37.81,0.882352941,12.0,4.0,0.000420415,7.0,0.0,0.108249038,1.7142857142857142,0.3333333333333333,6.0059285714285715e-05
-122.29,37.81,0.37254902,835.0,161.0,0.008043947,133.0,0.136763631,0.25257834,6.2781954887218046,0.19281437125748502,6.048080451127819e-05
-122.28,37.81,0.31372549,1237.0,462.0,0.021273018,439.0,0.029254769,0.335052227,2.8177676537585423,0.3734842360549717,4.845789977220957e-05
-122.28,37.81,0.68627451,2914.0,562.0,0.034558143,509.0,0.134239528,0.17958895,5.724950884086444,0.1928620452985587,6.789419056974459e-05
-122.28,37.81,0.352941176,1207.0,243.0,0.020123882,207.0,0.042151143,0.192372403,5.830917874396135,0.20132560066280034,9.721682125603864e-05
-122.29,37.81,0.431372549,1745.0,374.0,0.029457104,325.0,0.020875574,0.201032161,5.369230769230769,0.21432664756446992,9.063724307692308e-05
-122.28,37.8,0.725490196,684.0,176.0,0.009557443,155.0,0.104239942,0.239794887,4.412903225806452,0.2573099415204678,6.166092258064517e-05
-122.28,37.81,0.31372549,924.0,289.0,0.016984781,289.0,0.068971462,0.304124519,3.1972318339100347,0.31277056277056275,5.877086851211073e-05
-122.27,37.81,1.0,210.0,56.0,0.005044984,56.0,0.045985573,0.201032161,3.75,0.26666666666666666,9.0089e-05
-122.28,37.81,1.0,340.0,97.0,0.005521455,87.0,0.070405925,0.201032161,3.9080459770114944,0.2852941176470588,6.3465e-05
-122.28,37.81,1.0,386.0,164.0,0.009613498,155.0,0.021213501,0.25257834,2.490322580645161,0.42487046632124353,6.202256774193548e-05
-122.28,37.81,0.666666667,948.0,184.0,0.013004849,169.0,0.09026772,0.214021798,5.609467455621302,0.1940928270042194,7.695176923076924e-05
-122.28,37.81,1.0,773.0,143.0,0.010482357,115.0,0.131611978,0.171547746,6.721739130434782,0.18499353169469598,9.11509304347826e-05
-122.27,37.81,0.764705882,880.0,451.0,0.016228033,380.0,0.032902994,0.214021798,2.3157894736842106,0.5125,4.2705349999999996e-05
-122.27,37.81,0.176470588,875.0,348.0,0.015219036,330.0,0.017937684,0.304124519,2.6515151515151514,0.3977142857142857,4.611829090909091e-05
-122.27,37.8,0.176470588,105.0,42.0,0.003419378,39.0,0.032571965,0.25257834,2.6923076923076925,0.4,8.767635897435897e-05
-122.27,37.8,1.0,249.0,78.0,0.011014883,85.0,0.051275155,1.0,2.929411764705882,0.3132530120481928,0.0001295868588235294
-122.27,37.8,0.294117647,994.0,392.0,0.02233807,362.0,0.109922622,0.304124519,2.74585635359116,0.39436619718309857,6.170737569060774e-05
-122.28,37.8,1.0,215.0,87.0,0.02525295,88.0,0.025303099,0.25257834,2.4431818181818183,0.4046511627906977,0.0002869653409090909
-122.28,37.8,1.0,96.0,31.0,0.005269206,34.0,0.017248038,0.304124519,2.823529411764706,0.3229166666666667,0.00015497664705882354
-122.27,37.79,0.509803922,1055.0,347.0,0.020039799,302.0,0.147273831,0.355670698,3.493377483443709,0.3289099526066351,6.635695033112583e-05
-122.27,37.8,0.745098039,1715.0,623.0,0.037108663,467.0,0.092950442,0.338557367,3.6723768736616704,0.363265306122449,7.94618051391863e-05
-122.26,37.8,0.68627451,5329.0,2477.0,0.097143978,2323.0,0.104115805,0.237114486,2.294016358157555,0.4648151623193845,4.1818328885062425e-05
-122.26,37.82,0.588235294,4596.0,1331.0,0.057316629,1180.0,0.161004676,0.348041864,3.8949152542372882,0.28959965187119235,4.857341440677966e-05
-122.26,37.81,0.549019608,335.0,107.0,0.005577511,91.0,0.103881326,0.22680525,3.681318681318681,0.3194029850746269,6.129132967032967e-05
-122.26,37.82,0.411764706,3682.0,1270.0,0.056643964,1250.0,0.049557937,0.319588373,2.9456,0.3449212384573601,4.53151712e-05
-122.26,37.82,0.705882353,3633.0,1085.0,0.051430814,980.0,0.145549717,0.367217042,3.7071428571428573,0.29865125240847784,5.248042244897959e-05
-117.04,32.8,0.196078431,1802.0,440.0,0.017573362,428.0,0.105777851,0.271547334,4.210280373831775,0.244173140954495,4.105925700934579e-05
-121.29,38.89,0.176470588,653.0,120.0,0.011323187,146.0,0.199238631,0.197527021,4.472602739726027,0.18376722817764166,7.755607534246576e-05
-118.15,33.77,0.745098039,2428.0,634.0,0.036688248,612.0,0.15319099,0.518144255,3.9673202614379086,0.26112026359143325,5.9948117647058825e-05
-118.47,33.99,0.450980392,1438.0,454.0,0.018554332,416.0,0.170694197,1.0,3.456730769230769,0.3157162726008345,4.460175961538461e-05
-121.77,37.33,0.156862745,3160.0,468.0,0.0468623,470.0,0.485813989,0.687421908,6.723404255319149,0.14810126582278482,9.970702127659575e-05
-118.5,33.97,0.549019608,2737.0,808.0,0.032343956,696.0,0.319174908,1.0,3.932471264367816,0.2952137376689806,4.6471201149425285e-05
-122.96,38.26,0.37254902,1982.0,358.0,0.008548446,132.0,0.182273348,0.465773337,15.015151515151516,0.18062563067608475,6.476095454545454e-05
-118.39,34.08,0.509803922,6605.0,1710.0,0.074609714,1520.0,0.228196852,1.0,4.345394736842105,0.25889477668433003,4.9085338157894734e-05
-117.91,34.07,0.68627451,1390.0,270.0,0.024776479,266.0,0.316533565,0.358763469,5.225563909774436,0.19424460431654678,9.314465789473685e-05
-117.85,33.85,0.31372549,4678.0,1065.0,0.067939124,1020.0,0.257079213,0.49298972,4.586274509803921,0.22766139375801625,6.660698431372549e-05
-119.92,38.91,0.274509804,3831.0,625.0,0.027495165,328.0,0.315299099,0.304124519,11.679878048780488,0.1631427825632994,8.38267225609756e-05
-122.49,37.67,0.549019608,3795.0,675.0,0.069816979,696.0,0.329988552,0.505773172,5.452586206896552,0.17786561264822134,0.00010031175143678161
-117.71,33.65,0.294117647,3774.0,456.0,0.044395863,430.0,0.559226769,0.602886174,8.776744186046512,0.12082670906200318,0.00010324619302325582
-118.36,33.91,0.68627451,2064.0,474.0,0.038201743,421.0,0.248279334,0.470309401,4.902612826603326,0.22965116279069767,9.074048218527317e-05
-117.27,33.04,0.509803922,1839.0,392.0,0.036407971,404.0,0.210348823,0.411546757,4.551980198019802,0.21315932572050028,9.011874009900989e-05
-121.96,37.3,0.431372549,4040.0,843.0,0.061044312,843.0,0.244162149,0.594638785,4.792408066429418,0.20866336633663365,7.241318149466192e-05
-122.16,37.74,0.882352941,1029.0,181.0,0.015807618,211.0,0.205824747,0.236083563,4.876777251184834,0.17589893100097181,7.491762085308056e-05
-117.47,34.12,0.098039216,10565.0,1767.0,0.159393481,1555.0,0.25377581,0.259794805,6.794212218649518,0.16725035494557502,0.0001025038463022508
-117.72,34.0,0.274509804,4363.0,690.0,0.067462653,666.0,0.34361595,0.33958829,6.551051051051051,0.1581480632592253,0.00010129527477477478
-118.31,33.75,0.647058824,2338.0,393.0,0.028812467,373.0,0.39910484,0.786390572,6.2680965147453085,0.1680923866552609,7.72452198391421e-05
-118.19,33.9,0.607843137,2762.0,652.0,0.074946047,632.0,0.142894581,0.186805415,4.370253164556962,0.23606082548877624,0.0001185855174050633
-117.05,32.57,0.235294118,2880.0,576.0,0.068583761,567.0,0.184114702,0.253609263,5.079365079365079,0.2,0.00012095901410934743
-122.17,37.71,0.725490196,890.0,200.0,0.013397236,198.0,0.189245666,0.339794475,4.494949494949495,0.2247191011235955,6.766280808080808e-05
-122.28,37.49,0.549019608,4148.0,635.0,0.045825275,627.0,0.442207694,0.911750879,6.615629984051036,0.15308582449373193,7.30865629984051e-05
-117.91,33.75,0.137254902,2346.0,679.0,0.107598307,674.0,0.176797561,0.298969901,3.4807121661721068,0.2894288150042626,0.00015964140504451038
-119.25,34.26,0.568627451,2948.0,827.0,0.045741192,750.0,0.149660005,0.412165311,3.9306666666666668,0.2805291723202171,6.0988256e-05
-118.12,33.86,0.647058824,2116.0,427.0,0.027158833,396.0,0.300113102,0.409484909,5.343434343434343,0.20179584120982988,6.858291161616162e-05
-120.04,36.96,0.431372549,2126.0,506.0,0.05852182,491.0,0.060095723,0.075878038,4.329938900203666,0.23800564440263405,0.00011918904276985744
-118.38,33.86,0.274509804,1778.0,311.0,0.025365061,330.0,0.494758693,0.648040627,5.387878787878788,0.1749156355455568,7.686382121212121e-05
-122.35,37.95,0.862745098,2142.0,431.0,0.036856414,431.0,0.177501,0.199176498,4.96983758700696,0.2012138188608777,8.55137215777262e-05
-118.23,33.9,0.862745098,1285.0,238.0,0.023459178,211.0,0.200742059,0.201032161,6.090047393364929,0.18521400778210118,0.0001111809383886256
-117.57,33.91,0.411764706,2620.0,396.0,0.03702458,362.0,0.336105709,0.411546757,7.237569060773481,0.15114503816793892,0.00010227784530386741
-122.34,37.55,0.843137255,2465.0,328.0,0.023543261,324.0,0.44505593,1.0,7.6080246913580245,0.1330628803245436,7.266438580246914e-05
-118.46,34.05,0.392156863,3639.0,1002.0,0.041649149,983.0,0.284120219,0.768040132,3.7019328585961344,0.27535037098103876,4.236942929806715e-05
-122.19,37.78,1.0,2198.0,397.0,0.027495165,369.0,0.187590516,0.291753436,5.956639566395664,0.18061874431301184,7.451264227642276e-05
-117.99,33.88,0.274509804,2298.0,567.0,0.035258836,527.0,0.258086095,0.297732793,4.3605313092979125,0.24673629242819844,6.690481214421253e-05
-119.05,36.06,0.431372549,2344.0,407.0,0.033100703,406.0,0.183625053,0.114640764,5.773399014778325,0.17363481228668942,8.152882512315271e-05
-119.19,34.15,0.588235294,4175.0,1004.0,0.092687575,954.0,0.186135364,0.351340819,4.376310272536688,0.24047904191616767,9.715678721174004e-05
-121.62,36.67,0.862745098,1827.0,408.0,0.042153648,410.0,0.16512186,0.235052639,4.45609756097561,0.2233169129720854,0.0001028137756097561
-116.77,33.92,0.352941176,2307.0,525.0,0.035398974,437.0,0.081902319,0.098970726,5.279176201372998,0.22756827048114434,8.100451716247139e-05
-119.1,35.79,0.352941176,1809.0,477.0,0.057400712,416.0,0.090653922,0.071754343,4.3485576923076925,0.263681592039801,0.00013798248076923078
-119.06,34.37,0.607843137,3885.0,759.0,0.070097256,736.0,0.216921146,0.384948928,5.278532608695652,0.19536679536679535,9.524083695652174e-05
-121.86,39.75,0.333333333,1651.0,309.0,0.023907621,293.0,0.207217831,0.212990874,5.63481228668942,0.18715929739551787,8.159597610921502e-05
-118.02,34.13,0.647058824,1966.0,319.0,0.027383054,297.0,0.498668984,0.853606789,6.619528619528619,0.16225839267548323,9.219883501683501e-05
-118.05,34.06,0.470588235,1022.0,291.0,0.043919392,297.0,0.174004496,0.261856652,3.441077441077441,0.2847358121330724,0.00014787674074074074
-118.09,33.98,0.705882353,1226.0,255.0,0.029849491,271.0,0.183500917,0.324124437,4.523985239852398,0.20799347471451876,0.00011014572324723247
-122.51,38.06,0.450980392,9493.0,1935.0,0.14459486,1880.0,0.177535482,0.214021798,5.049468085106383,0.20383440429790373,7.691215957446809e-05
-117.94,34.06,0.607843137,3418.0,662.0,0.056055383,622.0,0.243679398,0.402474629,5.495176848874598,0.19368051492100644,9.012119453376206e-05
-118.37,34.02,0.843137255,1944.0,458.0,0.027411082,377.0,0.145894539,0.367423227,5.156498673740053,0.23559670781893005,7.270844031830239e-05
-118.26,33.85,0.450980392,9071.0,1335.0,0.127666134,1327.0,0.347726238,0.37628917,6.8357196684250185,0.1471723073531033,9.620658176337603e-05
-121.28,38.68,0.294117647,3467.0,615.0,0.041340845,601.0,0.224141736,0.272784442,5.768718801996672,0.17738678973175656,6.878676372712146e-05
-118.11,33.91,0.549019608,889.0,166.0,0.016648449,163.0,0.307650929,0.354021221,5.45398773006135,0.18672665916760406,0.00010213772392638036
-117.2,33.38,0.254901961,5392.0,821.0,0.065780992,810.0,0.313843947,0.570102804,6.6567901234567906,0.15226261127596438,8.12111012345679e-05
-118.2,34.11,1.0,1901.0,525.0,0.051935312,480.0,0.172418311,0.291547251,3.9604166666666667,0.27617043661230933,0.00010819856666666666
-118.38,34.05,0.764705882,2352.0,598.0,0.031671291,563.0,0.188831878,0.561855415,4.177619893428064,0.2542517006802721,5.6254513321492e-05
-117.18,32.84,0.568627451,2290.0,523.0,0.03556714,472.0,0.211079847,0.309485322,4.851694915254237,0.22838427947598253,7.535411016949151e-05
-119.7,34.4,0.470588235,1858.0,493.0,0.02415987,460.0,0.178887188,0.613401594,4.039130434782609,0.26533907427341225,5.252145652173913e-05
-118.51,34.3,0.450980392,6145.0,868.0,0.075870961,875.0,0.483296782,0.67834978,7.022857142857143,0.14125305126118795,8.670966971428571e-05
-116.39,33.69,0.176470588,11659.0,2007.0,0.06118445,1083.0,0.447124867,0.461443458,10.765466297322252,0.17214169311261687,5.649533702677747e-05
-117.28,32.83,0.647058824,2392.0,653.0,0.026065753,619.0,0.222803823,0.999997938,3.864297253634895,0.2729933110367893,4.210945557350566e-05
-122.45,40.85,0.37254902,2701.0,573.0,0.024916618,358.0,0.156804734,0.191341479,7.544692737430168,0.21214365049981487,6.959949162011174e-05
-117.87,33.72,0.745098039,3167.0,669.0,0.078085148,619.0,0.213121198,0.311134799,5.116316639741519,0.21124092200820965,0.00012614725040387722
-119.32,36.31,0.392156863,2309.0,424.0,0.02926091,453.0,0.171632115,0.149485982,5.097130242825607,0.18362927674317886,6.459362030905077e-05
-122.27,37.54,0.274509804,2126.0,310.0,0.025280978,306.0,0.579881657,1.0,6.947712418300654,0.1458137347130762,8.261757516339869e-05
-122.71,38.5,0.274509804,5645.0,830.0,0.065052272,769.0,0.421407981,0.651339582,7.340702210663199,0.1470327723649247,8.459333159947983e-05
-119.77,36.77,0.549019608,2554.0,705.0,0.074721825,655.0,0.049495869,0.096702694,3.899236641221374,0.2760375880971026,0.00011407912213740459
-121.44,38.64,0.333333333,1756.0,442.0,0.023375095,320.0,0.04310975,0.11443458,5.4875,0.2517084282460137,7.3047171875e-05
-117.16,32.8,0.705882353,422.0,79.0,0.00582976,80.0,0.176728597,0.298351347,5.275,0.1872037914691943,7.2872e-05
-119.78,36.65,0.509803922,1226.0,240.0,0.019703467,211.0,0.156556461,0.110104701,5.81042654028436,0.19575856443719414,9.338136018957346e-05
-122.16,39.78,0.607843137,1288.0,221.0,0.015667479,203.0,0.125867229,0.112578917,6.344827586206897,0.17158385093167702,7.717969950738917e-05
-118.19,33.86,0.725490196,2009.0,524.0,0.040528042,451.0,0.152039282,0.289485404,4.454545454545454,0.26082628173220507,8.986262084257207e-05
-117.09,32.72,0.62745098,1096.0,240.0,0.019983744,224.0,0.082378174,0.199588868,4.892857142857143,0.21897810218978103,8.921314285714286e-05
-118.29,33.92,0.431372549,2503.0,532.0,0.048543961,505.0,0.154266838,0.304743073,4.956435643564356,0.21254494606472232,9.612665544554455e-05
-122.29,37.55,0.509803922,3789.0,874.0,0.062782029,866.0,0.268279058,0.525979274,4.375288683602771,0.23066772235418317,7.249656928406466e-05
-120.76,37.61,0.568627451,816.0,159.0,0.014798621,147.0,0.190376684,0.15031072,5.551020408163265,0.1948529411764706,0.00010067089115646259
-118.58,34.22,0.666666667,2560.0,441.0,0.03993946,468.0,0.354105461,0.439587878,5.47008547008547,0.172265625,8.53407264957265e-05
-117.67,33.47,0.411764706,2728.0,616.0,0.030213851,566.0,0.078578227,1.0,4.819787985865724,0.22580645161290322,5.338136219081272e-05
-119.16,34.2,0.666666667,2183.0,636.0,0.098124947,623.0,0.101412394,0.299588455,3.504012841091493,0.2913421896472744,0.00015750392776886035
-117.29,33.18,0.274509804,3780.0,792.0,0.045657109,721.0,0.15617026,0.198764129,5.242718446601942,0.20952380952380953,6.332470041608877e-05
-119.57,36.71,0.176470588,1657.0,359.0,0.026766445,380.0,0.147991062,0.143918994,4.360526315789474,0.21665660832830416,7.043801315789474e-05
-118.15,34.19,0.921568627,1854.0,360.0,0.031475097,382.0,0.187700859,0.302268857,4.853403141361256,0.1941747572815534,8.239554188481675e-05
-118.1,34.01,0.549019608,2077.0,564.0,0.058409709,543.0,0.148970359,0.359175838,3.825046040515654,0.27154549831487723,0.00010756852486187844
-118.27,34.04,0.235294118,1784.0,435.0,0.060399675,682.0,0.083026441,0.212578505,2.6158357771260996,0.2438340807174888,8.856257331378299e-05
-117.25,33.08,0.235294118,3651.0,465.0,0.03666022,435.0,0.485531234,0.670720945,8.393103448275863,0.12736236647493837,8.427636781609196e-05
-118.14,34.06,0.745098039,2390.0,444.0,0.03483842,422.0,0.226603771,0.475670203,5.6635071090047395,0.18577405857740587,8.255549763033176e-05
-118.21,34.04,0.901960784,1325.0,393.0,0.043555032,352.0,0.158625398,0.275052474,3.7642045454545454,0.29660377358490564,0.00012373588636363636
-120.66,35.13,0.784313725,2666.0,751.0,0.026261947,507.0,0.101060675,0.455876471,5.258382642998027,0.28169542385596397,5.1798712031558186e-05
-117.92,33.75,0.137254902,2325.0,598.0,0.042265759,565.0,0.197445552,0.25257834,4.115044247787611,0.2572043010752688,7.480665309734513e-05
-120.15,39.36,0.156862745,2254.0,400.0,0.019367135,243.0,0.35762955,0.253815448,9.275720164609053,0.1774622892635315,7.970014403292182e-05
